model,accuracy,precision,recall,f1_score,roc_auc,pr_auc,threshold,random_seed
TabNet,0.9993185930120538,0.8181818181818182,0.7605633802816901,0.7883211678832117,0.9499716241338069,0.7204386477400657,0.385,42
